Wed Jun  2 11:05:12 EDT 1993
Astronomical silicate                   
Computed by B.T.Draine (cf Laor, A., & Draine, B.T. 1993, ApJ 402,441)
  21 1.000E-03 1.000E+01 = NRAD, a_1 (micron), a_NRAD (micron)
 241 1.000E+03 1.000E-03 = NWAV, w_1 (micron), w_NWAV (micron)

1.000E-03 = radius(micron) Astronomical silicate                   
w(micron)  Q_abs     Q_sca     g=<cos>
2.985E+01 4.563E-02 1.223E-05  7.82E-04
2.818E+01 5.147E-02 1.525E-05  8.38E-04
2.661E+01 5.819E-02 1.901E-05  8.97E-04
2.512E+01 6.599E-02 2.372E-05  9.57E-04
2.371E+01 7.463E-02 2.932E-05  1.02E-03
2.239E+01 8.475E-02 3.625E-05  1.09E-03
2.113E+01 9.647E-02 4.419E-05  1.16E-03
1.995E+01 1.104E-01 5.327E-05  1.23E-03
1.884E+01 1.228E-01 5.952E-05  1.32E-03
1.778E+01 1.232E-01 6.112E-05  1.49E-03
1.679E+01 1.122E-01 6.180E-05  1.74E-03
1.585E+01 9.600E-02 6.731E-05  2.05E-03
1.496E+01 8.156E-02 8.361E-05  2.45E-03
1.413E+01 7.368E-02 1.202E-04  2.97E-03
1.334E+01 8.835E-02 1.856E-04  3.48E-03
1.259E+01 1.170E-01 2.677E-04  3.76E-03
1.189E+01 1.557E-01 3.697E-04  3.83E-03
1.122E+01 2.024E-01 4.899E-04  3.81E-03
1.059E+01 2.670E-01 6.460E-04  3.70E-03
1.000E+01 3.226E-01 7.176E-04  3.81E-03
9.441E+00 3.576E-01 7.172E-04  4.07E-03
8.913E+00 2.643E-01 3.799E-04  4.80E-03
8.414E+00 1.710E-01 1.901E-04  5.69E-03
7.943E+00 7.969E-02 9.434E-05  6.72E-03
7.499E+00 3.567E-02 2.026E-04  8.02E-03
7.079E+00 2.825E-02 4.062E-04  9.40E-03
6.683E+00 2.813E-02 6.429E-04  1.08E-02
6.310E+00 2.812E-02 9.274E-04  1.24E-02
5.957E+00 2.764E-02 1.286E-03  1.41E-02
5.623E+00 2.737E-02 1.742E-03  1.60E-02
5.309E+00 2.754E-02 2.325E-03  1.81E-02
5.012E+00 2.811E-02 3.069E-03  2.04E-02
4.732E+00 2.906E-02 4.014E-03  2.30E-02
4.467E+00 3.027E-02 5.215E-03  2.60E-02
4.217E+00 3.173E-02 6.737E-03  2.92E-02
3.981E+00 3.327E-02 8.665E-03  3.29E-02
3.758E+00 3.488E-02 1.111E-02  3.70E-02
3.548E+00 3.665E-02 1.421E-02  4.15E-02
3.350E+00 3.854E-02 1.813E-02  4.67E-02
3.162E+00 4.041E-02 2.310E-02  5.24E-02
2.985E+00 4.254E-02 2.941E-02  5.88E-02
2.818E+00 4.499E-02 3.741E-02  6.60E-02
2.661E+00 4.772E-02 4.753E-02  7.42E-02
2.512E+00 5.078E-02 6.029E-02  8.33E-02
2.371E+00 5.425E-02 7.638E-02  9.35E-02
2.239E+00 5.808E-02 9.660E-02  1.05E-01
2.113E+00 6.238E-02 1.219E-01  1.18E-01
1.995E+00 6.719E-02 1.534E-01  1.33E-01
1.884E+00 7.253E-02 1.925E-01  1.50E-01
1.778E+00 7.851E-02 2.406E-01  1.70E-01
1.679E+00 8.533E-02 2.989E-01  1.93E-01
1.585E+00 9.307E-02 3.686E-01  2.19E-01
1.496E+00 1.017E-01 4.510E-01  2.50E-01
1.413E+00 1.116E-01 5.469E-01  2.87E-01
1.334E+00 1.231E-01 6.572E-01  3.31E-01
1.259E+00 1.370E-01 7.839E-01  3.82E-01
1.189E+00 1.551E-01 9.333E-01  4.41E-01
1.122E+00 1.781E-01 1.117E+00  5.02E-01
1.059E+00 2.064E-01 1.353E+00  5.56E-01
1.000E+00 2.370E-01 1.654E+00  5.90E-01
9.441E-01 2.610E-01 1.992E+00  5.99E-01
8.913E-01 2.694E-01 2.282E+00  5.88E-01
8.414E-01 2.653E-01 2.460E+00  5.76E-01
7.943E-01 2.638E-01 2.559E+00  5.76E-01
7.499E-01 2.806E-01 2.675E+00  5.96E-01
7.079E-01 3.256E-01 2.918E+00  6.35E-01
6.683E-01 3.863E-01 3.333E+00  6.78E-01
6.310E-01 4.103E-01 3.679E+00  7.00E-01
5.957E-01 3.906E-01 3.683E+00  6.93E-01
5.623E-01 3.869E-01 3.539E+00  6.71E-01
5.309E-01 4.454E-01 3.578E+00  6.61E-01
5.012E-01 5.274E-01 3.887E+00  6.86E-01
4.732E-01 4.967E-01 3.747E+00  7.02E-01
4.467E-01 4.871E-01 3.281E+00  6.77E-01
4.217E-01 5.944E-01 3.094E+00  6.26E-01
3.981E-01 6.054E-01 3.021E+00  6.37E-01
3.758E-01 5.582E-01 2.433E+00  6.10E-01
3.548E-01 7.024E-01 2.025E+00  5.22E-01
3.350E-01 6.481E-01 1.840E+00  5.13E-01
3.162E-01 6.551E-01 1.370E+00  4.42E-01
2.985E-01 7.211E-01 1.332E+00  4.90E-01
2.818E-01 6.914E-01 1.359E+00  5.38E-01
2.661E-01 7.101E-01 1.574E+00  6.77E-01
2.512E-01 7.545E-01 1.862E+00  7.46E-01
2.371E-01 7.466E-01 2.284E+00  7.86E-01
2.239E-01 6.897E-01 2.154E+00  7.99E-01
2.113E-01 8.887E-01 1.584E+00  7.80E-01
1.995E-01 1.026E+00 1.252E+00  7.66E-01
1.884E-01 1.126E+00 1.329E+00  8.35E-01
1.778E-01 1.164E+00 1.315E+00  8.70E-01
1.679E-01 1.148E+00 1.257E+00  8.65E-01
1.585E-01 1.115E+00 1.283E+00  8.56E-01
1.496E-01 1.073E+00 1.314E+00  8.38E-01
1.413E-01 1.084E+00 1.293E+00  8.56E-01
1.334E-01 1.081E+00 1.280E+00  8.63E-01
1.259E-01 1.069E+00 1.280E+00  8.64E-01
1.189E-01 1.049E+00 1.292E+00  8.59E-01
1.122E-01 1.037E+00 1.293E+00  8.60E-01
1.059E-01 1.011E+00 1.315E+00  8.51E-01
1.000E-01 9.916E-01 1.324E+00  8.49E-01
9.441E-02 9.756E-01 1.327E+00  8.50E-01
8.913E-02 9.675E-01 1.313E+00  8.58E-01
8.414E-02 9.558E-01 1.316E+00  8.57E-01
7.943E-02 9.274E-01 1.334E+00  8.50E-01
7.499E-02 8.921E-01 1.354E+00  8.43E-01
7.079E-02 8.595E-01 1.367E+00  8.39E-01
6.683E-02 8.208E-01 1.383E+00  8.35E-01
6.310E-02 7.783E-01 1.396E+00  8.33E-01
5.957E-02 7.795E-01 1.353E+00  8.61E-01
5.623E-02 8.533E-01 1.250E+00  9.09E-01
5.309E-02 8.818E-01 1.207E+00  9.26E-01
5.012E-02 8.991E-01 1.179E+00  9.38E-01
4.732E-02 9.097E-01 1.160E+00  9.46E-01
4.467E-02 9.166E-01 1.145E+00  9.52E-01
4.217E-02 9.212E-01 1.134E+00  9.57E-01
3.981E-02 9.242E-01 1.124E+00  9.61E-01
3.758E-02 9.263E-01 1.116E+00  9.65E-01
3.548E-02 9.278E-01 1.108E+00  9.68E-01
3.350E-02 9.290E-01 1.101E+00  9.71E-01
3.162E-02 9.299E-01 1.095E+00  9.74E-01
2.985E-02 9.308E-01 1.088E+00  9.76E-01
2.818E-02 9.316E-01 1.082E+00  9.79E-01
2.661E-02 9.326E-01 1.076E+00  9.81E-01
2.512E-02 9.339E-01 1.069E+00  9.83E-01
2.371E-02 9.359E-01 1.062E+00  9.86E-01
2.239E-02 9.400E-01 1.054E+00  9.88E-01
2.113E-02 9.416E-01 1.049E+00  9.89E-01
1.995E-02 9.448E-01 1.041E+00  9.91E-01
1.884E-02 9.517E-01 1.034E+00  9.92E-01
1.778E-02 9.490E-01 1.035E+00  9.92E-01
1.679E-02 9.488E-01 1.033E+00  9.93E-01
1.585E-02 9.493E-01 1.031E+00  9.94E-01
1.496E-02 9.497E-01 1.030E+00  9.95E-01
1.413E-02 9.504E-01 1.028E+00  9.96E-01
1.334E-02 9.545E-01 1.024E+00  9.96E-01
1.259E-02 9.549E-01 1.024E+00  9.97E-01
1.189E-02 9.531E-01 1.028E+00  9.97E-01
1.122E-02 9.534E-01 1.030E+00  9.98E-01
1.059E-02 9.692E-01 1.002E+00  9.98E-01
1.000E-02 9.613E-01 1.020E+00  9.98E-01
9.441E-03 9.579E-01 1.027E+00  9.98E-01
8.913E-03 9.549E-01 1.034E+00  9.98E-01
8.414E-03 9.518E-01 1.043E+00  9.99E-01
7.943E-03 9.481E-01 1.054E+00  9.99E-01
7.499E-03 9.441E-01 1.069E+00  9.99E-01
7.079E-03 9.448E-01 1.071E+00  9.99E-01
6.683E-03 9.384E-01 1.090E+00  9.99E-01
6.310E-03 9.307E-01 1.114E+00  9.99E-01
5.957E-03 9.214E-01 1.146E+00  9.99E-01
5.623E-03 9.096E-01 1.187E+00  9.99E-01
5.309E-03 8.953E-01 1.237E+00  1.00E+00
5.012E-03 8.784E-01 1.297E+00  1.00E+00
4.732E-03 8.583E-01 1.365E+00  1.00E+00
4.467E-03 8.349E-01 1.441E+00  1.00E+00
4.217E-03 8.081E-01 1.519E+00  1.00E+00
3.981E-03 7.780E-01 1.596E+00  1.00E+00
3.758E-03 7.446E-01 1.667E+00  1.00E+00
3.548E-03 7.083E-01 1.727E+00  1.00E+00
3.350E-03 6.695E-01 1.771E+00  1.00E+00
3.162E-03 6.290E-01 1.793E+00  1.00E+00
2.985E-03 5.879E-01 1.791E+00  1.00E+00
2.818E-03 5.442E-01 1.758E+00  1.00E+00
2.661E-03 4.990E-01 1.690E+00  1.00E+00
2.512E-03 4.563E-01 1.551E+00  1.00E+00
2.371E-03 4.150E-01 1.092E+00  1.00E+00
2.239E-03 6.991E-01 1.019E+00  1.00E+00
2.113E-03 6.617E-01 1.097E+00  1.00E+00
1.995E-03 6.210E-01 1.123E+00  1.00E+00
1.884E-03 5.781E-01 1.093E+00  1.00E+00
1.778E-03 5.338E-01 1.018E+00  1.00E+00
1.679E-03 4.891E-01 7.162E-01  1.00E+00
1.585E-03 6.474E-01 8.573E-01  1.00E+00
1.496E-03 6.021E-01 1.014E+00  1.00E+00
1.413E-03 5.921E-01 1.026E+00  1.00E+00
1.334E-03 5.473E-01 1.021E+00  1.00E+00
1.259E-03 5.022E-01 1.002E+00  1.00E+00
1.189E-03 4.577E-01 9.737E-01  1.00E+00
1.122E-03 4.127E-01 9.348E-01  1.00E+00
1.059E-03 3.699E-01 8.850E-01  1.00E+00
1.000E-03 3.288E-01 8.188E-01  1.00E+00

3.981E-01 = radius(micron) Astronomical silicate                   
w(micron)  Q_abs     Q_sca     g=<cos>
1.000E+03 5.456E-05 6.355E-11  3.17E-06
9.441E+02 6.123E-05 8.000E-11  3.56E-06
8.913E+02 6.870E-05 1.007E-10  3.99E-06
8.414E+02 7.709E-05 1.268E-10  4.48E-06
7.943E+02 8.651E-05 1.596E-10  5.02E-06
7.499E+02 9.708E-05 2.010E-10  5.63E-06
7.079E+02 1.089E-04 2.530E-10  6.32E-06
6.683E+02 1.222E-04 3.185E-10  7.09E-06
6.310E+02 1.372E-04 4.010E-10  7.96E-06
5.957E+02 1.539E-04 5.049E-10  8.92E-06
5.623E+02 1.727E-04 6.356E-10  1.00E-05
5.309E+02 1.938E-04 8.002E-10  1.12E-05
5.012E+02 2.175E-04 1.008E-09  1.26E-05
4.732E+02 2.441E-04 1.268E-09  1.41E-05
4.467E+02 2.740E-04 1.597E-09  1.59E-05
4.217E+02 3.076E-04 2.010E-09  1.78E-05
3.981E+02 3.453E-04 2.531E-09  1.99E-05
3.758E+02 3.875E-04 3.187E-09  2.24E-05
3.548E+02 4.349E-04 4.012E-09  2.51E-05
3.350E+02 4.884E-04 5.051E-09  2.81E-05
3.162E+02 5.484E-04 6.360E-09  3.15E-05
2.985E+02 6.158E-04 8.007E-09  3.54E-05
2.818E+02 6.913E-04 1.008E-08  3.97E-05
2.661E+02 7.763E-04 1.270E-08  4.45E-05
2.512E+02 8.718E-04 1.599E-08  4.99E-05
2.371E+02 9.793E-04 2.013E-08  5.59E-05
2.239E+02 1.100E-03 2.534E-08  6.26E-05
2.113E+02 1.236E-03 3.191E-08  7.02E-05
1.995E+02 1.390E-03 4.018E-08  7.86E-05
1.884E+02 1.561E-03 5.059E-08  8.81E-05
1.778E+02 1.755E-03 6.371E-08  9.86E-05
1.679E+02 1.973E-03 8.023E-08  1.10E-04
1.585E+02 2.219E-03 1.010E-07  1.24E-04
1.496E+02 2.496E-03 1.273E-07  1.38E-04
1.413E+02 2.809E-03 1.603E-07  1.55E-04
1.334E+02 3.161E-03 2.019E-07  1.73E-04
1.259E+02 3.559E-03 2.543E-07  1.93E-04
1.189E+02 4.009E-03 3.203E-07  2.16E-04
1.122E+02 4.515E-03 4.035E-07  2.41E-04
1.059E+02 5.091E-03 5.082E-07  2.69E-04
1.000E+02 5.741E-03 6.402E-07  3.00E-04
9.441E+01 6.480E-03 8.064E-07  3.34E-04
8.913E+01 7.315E-03 1.016E-06  3.71E-04
8.414E+01 8.263E-03 1.280E-06  4.12E-04
7.943E+01 9.340E-03 1.612E-06  4.57E-04
7.499E+01 1.055E-02 2.030E-06  5.06E-04
7.079E+01 1.194E-02 2.557E-06  5.59E-04
6.683E+01 1.351E-02 3.219E-06  6.16E-04
6.310E+01 1.529E-02 4.053E-06  6.78E-04
5.957E+01 1.730E-02 5.100E-06  7.44E-04
5.623E+01 1.959E-02 6.416E-06  8.15E-04
5.309E+01 2.216E-02 8.066E-06  8.90E-04
5.012E+01 2.504E-02 1.014E-05  9.70E-04
4.732E+01 2.830E-02 1.273E-05  1.05E-03
4.467E+01 3.196E-02 1.598E-05  1.14E-03
4.217E+01 3.607E-02 2.005E-05  1.24E-03
3.981E+01 4.063E-02 2.509E-05  1.34E-03
3.758E+01 4.566E-02 3.139E-05  1.45E-03
3.548E+01 5.105E-02 3.936E-05  1.57E-03
3.350E+01 5.720E-02 4.936E-05  1.70E-03
3.162E+01 6.449E-02 6.187E-05  1.83E-03
2.985E+01 7.289E-02 7.742E-05  1.96E-03
2.818E+01 8.227E-02 9.653E-05  2.10E-03
2.661E+01 9.306E-02 1.204E-04  2.25E-03
2.512E+01 1.056E-01 1.503E-04  2.40E-03
2.371E+01 1.195E-01 1.858E-04  2.56E-03
2.239E+01 1.358E-01 2.298E-04  2.73E-03
2.113E+01 1.546E-01 2.802E-04  2.90E-03
1.995E+01 1.770E-01 3.377E-04  3.08E-03
1.884E+01 1.966E-01 3.772E-04  3.32E-03
1.778E+01 1.973E-01 3.871E-04  3.74E-03
1.679E+01 1.797E-01 3.913E-04  4.35E-03
1.585E+01 1.540E-01 4.262E-04  5.14E-03
1.496E+01 1.312E-01 5.301E-04  6.14E-03
1.413E+01 1.190E-01 7.635E-04  7.45E-03
1.334E+01 1.435E-01 1.182E-03  8.71E-03
1.259E+01 1.907E-01 1.708E-03  9.41E-03
1.189E+01 2.542E-01 2.360E-03  9.58E-03
1.122E+01 3.304E-01 3.126E-03  9.51E-03
1.059E+01 4.344E-01 4.113E-03  9.25E-03
1.000E+01 5.205E-01 4.533E-03  9.56E-03
9.441E+00 5.701E-01 4.476E-03  1.03E-02
8.913E+00 4.179E-01 2.347E-03  1.21E-02
8.414E+00 2.712E-01 1.175E-03  1.44E-02
7.943E+00 1.274E-01 5.855E-04  1.69E-02
7.499E+00 5.771E-02 1.267E-03  2.01E-02
7.079E+00 4.618E-02 2.555E-03  2.35E-02
6.683E+00 4.637E-02 4.057E-03  2.71E-02
6.310E+00 4.672E-02 5.868E-03  3.09E-02
5.957E+00 4.631E-02 8.154E-03  3.51E-02
5.623E+00 4.626E-02 1.107E-02  3.98E-02
5.309E+00 4.699E-02 1.481E-02  4.51E-02
5.012E+00 4.846E-02 1.959E-02  5.09E-02
4.732E+00 5.063E-02 2.567E-02  5.74E-02
4.467E+00 5.335E-02 3.341E-02  6.47E-02
4.217E+00 5.661E-02 4.320E-02  7.29E-02
3.981E+00 6.011E-02 5.559E-02  8.21E-02
3.758E+00 6.385E-02 7.126E-02  9.24E-02
3.548E+00 6.803E-02 9.099E-02  1.04E-01
3.350E+00 7.257E-02 1.157E-01  1.17E-01
3.162E+00 7.719E-02 1.466E-01  1.32E-01
2.985E+00 8.248E-02 1.851E-01  1.49E-01
2.818E+00 8.850E-02 2.326E-01  1.69E-01
2.661E+00 9.522E-02 2.905E-01  1.92E-01
2.512E+00 1.028E-01 3.600E-01  2.18E-01
2.371E+00 1.114E-01 4.422E-01  2.50E-01
2.239E+00 1.212E-01 5.380E-01  2.87E-01
2.113E+00 1.328E-01 6.479E-01  3.31E-01
1.995E+00 1.470E-01 7.748E-01  3.82E-01
1.884E+00 1.648E-01 9.239E-01  4.40E-01
1.778E+00 1.877E-01 1.107E+00  5.01E-01
1.679E+00 2.162E-01 1.342E+00  5.56E-01
1.585E+00 2.470E-01 1.641E+00  5.90E-01
1.496E+00 2.708E-01 1.978E+00  5.99E-01
1.413E+00 2.784E-01 2.268E+00  5.89E-01
1.334E+00 2.731E-01 2.448E+00  5.76E-01
1.259E+00 2.706E-01 2.547E+00  5.77E-01
1.189E+00 2.874E-01 2.663E+00  5.97E-01
1.122E+00 3.326E-01 2.902E+00  6.36E-01
1.059E+00 3.936E-01 3.308E+00  6.79E-01
1.000E+00 4.182E-01 3.649E+00  7.01E-01
9.441E-01 3.989E-01 3.660E+00  6.95E-01
8.913E-01 3.939E-01 3.523E+00  6.75E-01
8.414E-01 4.482E-01 3.550E+00  6.65E-01
7.943E-01 5.308E-01 3.847E+00  6.89E-01
7.499E-01 5.063E-01 3.762E+00  7.07E-01
7.079E-01 4.905E-01 3.333E+00  6.89E-01
6.683E-01 5.808E-01 3.116E+00  6.43E-01
6.310E-01 6.209E-01 3.118E+00  6.51E-01
5.957E-01 5.614E-01 2.610E+00  6.37E-01
5.623E-01 6.627E-01 2.141E+00  5.67E-01
5.309E-01 6.810E-01 2.016E+00  5.59E-01
5.012E-01 6.339E-01 1.595E+00  5.08E-01
4.732E-01 7.847E-01 1.401E+00  4.82E-01
4.467E-01 7.024E-01 1.392E+00  5.20E-01
4.217E-01 8.114E-01 1.302E+00  5.51E-01
3.981E-01 7.631E-01 1.584E+00  6.65E-01
3.758E-01 7.991E-01 1.685E+00  7.39E-01
3.548E-01 7.803E-01 1.980E+00  7.97E-01
3.350E-01 7.612E-01 2.096E+00  8.19E-01
3.162E-01 8.114E-01 2.009E+00  8.36E-01
2.985E-01 7.873E-01 1.815E+00  8.04E-01
2.818E-01 8.072E-01 1.545E+00  7.79E-01
2.661E-01 8.019E-01 1.392E+00  7.48E-01
2.512E-01 8.181E-01 1.508E+00  7.65E-01
2.371E-01 8.168E-01 1.781E+00  8.06E-01
2.239E-01 8.449E-01 1.683E+00  8.20E-01
2.113E-01 9.706E-01 1.267E+00  8.33E-01
1.995E-01 1.039E+00 1.331E+00  8.69E-01
1.884E-01 1.079E+00 1.265E+00  8.81E-01
1.778E-01 1.075E+00 1.244E+00  8.83E-01
1.679E-01 1.053E+00 1.255E+00  8.77E-01
1.585E-01 1.026E+00 1.271E+00  8.66E-01
1.496E-01 9.898E-01 1.302E+00  8.47E-01
1.413E-01 1.002E+00 1.284E+00  8.64E-01
1.334E-01 1.002E+00 1.271E+00  8.70E-01
1.259E-01 9.930E-01 1.271E+00  8.71E-01
1.189E-01 9.756E-01 1.282E+00  8.65E-01
1.122E-01 9.664E-01 1.283E+00  8.66E-01
1.059E-01 9.430E-01 1.303E+00  8.56E-01
1.000E-01 9.264E-01 1.312E+00  8.54E-01
9.441E-02 9.134E-01 1.314E+00  8.54E-01
8.913E-02 9.092E-01 1.303E+00  8.62E-01
8.414E-02 9.000E-01 1.305E+00  8.61E-01
7.943E-02 8.750E-01 1.322E+00  8.53E-01
7.499E-02 8.444E-01 1.341E+00  8.46E-01
7.079E-02 8.174E-01 1.354E+00  8.42E-01
6.683E-02 7.856E-01 1.370E+00  8.36E-01
6.310E-02 7.519E-01 1.384E+00  8.35E-01
5.957E-02 7.624E-01 1.347E+00  8.63E-01
5.623E-02 8.382E-01 1.251E+00  9.11E-01
5.309E-02 8.677E-01 1.212E+00  9.29E-01
5.012E-02 8.859E-01 1.187E+00  9.40E-01
4.732E-02 8.976E-01 1.168E+00  9.48E-01
4.467E-02 9.056E-01 1.155E+00  9.54E-01
4.217E-02 9.114E-01 1.144E+00  9.59E-01
3.981E-02 9.157E-01 1.134E+00  9.63E-01
3.758E-02 9.191E-01 1.126E+00  9.66E-01
3.548E-02 9.219E-01 1.119E+00  9.70E-01
3.350E-02 9.243E-01 1.112E+00  9.72E-01
3.162E-02 9.265E-01 1.106E+00  9.75E-01
2.985E-02 9.286E-01 1.100E+00  9.78E-01
2.818E-02 9.306E-01 1.093E+00  9.80E-01
2.661E-02 9.329E-01 1.087E+00  9.82E-01
2.512E-02 9.353E-01 1.081E+00  9.84E-01
2.371E-02 9.385E-01 1.074E+00  9.86E-01
2.239E-02 9.431E-01 1.066E+00  9.88E-01
2.113E-02 9.456E-01 1.060E+00  9.90E-01
1.995E-02 9.496E-01 1.053E+00  9.91E-01
1.884E-02 9.558E-01 1.046E+00  9.92E-01
1.778E-02 9.542E-01 1.045E+00  9.93E-01
1.679E-02 9.550E-01 1.042E+00  9.94E-01
1.585E-02 9.563E-01 1.039E+00  9.94E-01
1.496E-02 9.577E-01 1.036E+00  9.95E-01
1.413E-02 9.593E-01 1.032E+00  9.96E-01
1.334E-02 9.635E-01 1.026E+00  9.97E-01
1.259E-02 9.643E-01 1.025E+00  9.97E-01
1.189E-02 9.638E-01 1.025E+00  9.97E-01
1.122E-02 9.655E-01 1.022E+00  9.98E-01
1.059E-02 9.774E-01 1.008E+00  9.98E-01
1.000E-02 9.711E-01 1.017E+00  9.98E-01
9.441E-03 9.691E-01 1.019E+00  9.98E-01
8.913E-03 9.680E-01 1.020E+00  9.98E-01
8.414E-03 9.670E-01 1.022E+00  9.99E-01
7.943E-03 9.660E-01 1.024E+00  9.99E-01
7.499E-03 9.651E-01 1.027E+00  9.99E-01
7.079E-03 9.660E-01 1.027E+00  9.99E-01
6.683E-03 9.637E-01 1.032E+00  9.99E-01
6.310E-03 9.610E-01 1.037E+00  9.99E-01
5.957E-03 9.576E-01 1.042E+00  9.99E-01
5.623E-03 9.530E-01 1.049E+00  9.99E-01
5.309E-03 9.471E-01 1.055E+00  1.00E+00
5.012E-03 9.396E-01 1.062E+00  1.00E+00
4.732E-03 9.300E-01 1.072E+00  1.00E+00
4.467E-03 9.179E-01 1.088E+00  1.00E+00
4.217E-03 9.029E-01 1.113E+00  1.00E+00
3.981E-03 8.847E-01 1.154E+00  1.00E+00
3.758E-03 8.629E-01 1.213E+00  1.00E+00
3.548E-03 8.373E-01 1.295E+00  1.00E+00
3.350E-03 8.077E-01 1.398E+00  1.00E+00
3.162E-03 7.746E-01 1.520E+00  1.00E+00
2.985E-03 7.387E-01 1.649E+00  1.00E+00
2.818E-03 6.981E-01 1.785E+00  1.00E+00
2.661E-03 6.535E-01 1.908E+00  1.00E+00
2.512E-03 6.089E-01 1.980E+00  1.00E+00
2.371E-03 5.639E-01 1.314E+00  1.00E+00
2.239E-03 8.321E-01 1.117E+00  1.00E+00
2.113E-03 8.028E-01 1.145E+00  1.00E+00
1.995E-03 7.688E-01 1.173E+00  1.00E+00
1.884E-03 7.306E-01 1.197E+00  1.00E+00
1.778E-03 6.887E-01 1.214E+00  1.00E+00
1.679E-03 6.438E-01 1.157E+00  1.00E+00
1.585E-03 7.914E-01 1.121E+00  1.00E+00
1.496E-03 7.524E-01 1.144E+00  1.00E+00
1.413E-03 7.435E-01 1.155E+00  1.00E+00
1.334E-03 7.018E-01 1.181E+00  1.00E+00
1.259E-03 6.572E-01 1.202E+00  1.00E+00
1.189E-03 6.108E-01 1.220E+00  1.00E+00
1.122E-03 5.614E-01 1.233E+00  1.00E+00
1.059E-03 5.121E-01 1.237E+00  1.00E+00
1.000E-03 4.628E-01 1.224E+00  1.00E+00

6.310E-01 = radius(micron) Astronomical silicate                   
w(micron)  Q_abs     Q_sca     g=<cos>
1.000E+03 8.648E-05 4.010E-10  7.96E-06
9.441E+02 9.704E-05 5.048E-10  8.93E-06
8.913E+02 1.089E-04 6.355E-10  1.00E-05
8.414E+02 1.222E-04 8.000E-10  1.12E-05
7.943E+02 1.371E-04 1.007E-09  1.26E-05
7.499E+02 1.539E-04 1.268E-09  1.42E-05
7.079E+02 1.727E-04 1.596E-09  1.59E-05
6.683E+02 1.938E-04 2.010E-09  1.78E-05
6.310E+02 2.174E-04 2.530E-09  2.00E-05
5.957E+02 2.440E-04 3.186E-09  2.24E-05
5.623E+02 2.738E-04 4.011E-09  2.51E-05
5.309E+02 3.072E-04 5.049E-09  2.82E-05
5.012E+02 3.448E-04 6.357E-09  3.17E-05
4.732E+02 3.870E-04 8.003E-09  3.55E-05
4.467E+02 4.344E-04 1.008E-08  3.98E-05
4.217E+02 4.876E-04 1.268E-08  4.47E-05
3.981E+02 5.473E-04 1.597E-08  5.01E-05
3.758E+02 6.143E-04 2.011E-08  5.62E-05
3.548E+02 6.895E-04 2.532E-08  6.30E-05
3.350E+02 7.742E-04 3.187E-08  7.07E-05
3.162E+02 8.694E-04 4.013E-08  7.92E-05
2.985E+02 9.763E-04 5.052E-08  8.89E-05
2.818E+02 1.096E-03 6.362E-08  9.96E-05
2.661E+02 1.231E-03 8.011E-08  1.12E-04
2.512E+02 1.382E-03 1.009E-07  1.25E-04
2.371E+02 1.553E-03 1.270E-07  1.40E-04
2.239E+02 1.745E-03 1.599E-07  1.57E-04
2.113E+02 1.961E-03 2.014E-07  1.76E-04
1.995E+02 2.204E-03 2.535E-07  1.97E-04
1.884E+02 2.477E-03 3.193E-07  2.21E-04
1.778E+02 2.784E-03 4.021E-07  2.48E-04
1.679E+02 3.130E-03 5.064E-07  2.77E-04
1.585E+02 3.521E-03 6.377E-07  3.11E-04
1.496E+02 3.961E-03 8.032E-07  3.48E-04
1.413E+02 4.458E-03 1.012E-06  3.89E-04
1.334E+02 5.019E-03 1.274E-06  4.35E-04
1.259E+02 5.652E-03 1.605E-06  4.86E-04
1.189E+02 6.366E-03 2.022E-06  5.43E-04
1.122E+02 7.172E-03 2.547E-06  6.06E-04
1.059E+02 8.089E-03 3.209E-06  6.76E-04
1.000E+02 9.126E-03 4.042E-06  7.53E-04
9.441E+01 1.030E-02 5.092E-06  8.38E-04
8.913E+01 1.164E-02 6.416E-06  9.32E-04
8.414E+01 1.315E-02 8.083E-06  1.03E-03
7.943E+01 1.487E-02 1.018E-05  1.15E-03
7.499E+01 1.681E-02 1.283E-05  1.27E-03
7.079E+01 1.902E-02 1.616E-05  1.40E-03
6.683E+01 2.155E-02 2.035E-05  1.55E-03
6.310E+01 2.440E-02 2.562E-05  1.70E-03
5.957E+01 2.763E-02 3.225E-05  1.87E-03
5.623E+01 3.130E-02 4.058E-05  2.05E-03
5.309E+01 3.543E-02 5.104E-05  2.23E-03
5.012E+01 4.008E-02 6.416E-05  2.44E-03
4.732E+01 4.532E-02 8.061E-05  2.65E-03
4.467E+01 5.123E-02 1.012E-04  2.87E-03
4.217E+01 5.788E-02 1.270E-04  3.11E-03
3.981E+01 6.526E-02 1.591E-04  3.36E-03
3.758E+01 7.342E-02 1.991E-04  3.63E-03
3.548E+01 8.219E-02 2.498E-04  3.94E-03
3.350E+01 9.221E-02 3.135E-04  4.26E-03
3.162E+01 1.041E-01 3.931E-04  4.58E-03
2.985E+01 1.178E-01 4.923E-04  4.90E-03
2.818E+01 1.331E-01 6.142E-04  5.25E-03
2.661E+01 1.508E-01 7.665E-04  5.62E-03
2.512E+01 1.713E-01 9.576E-04  5.99E-03
2.371E+01 1.941E-01 1.185E-03  6.39E-03
2.239E+01 2.208E-01 1.466E-03  6.81E-03
